input,output,time
0.025281,0.910918,66.400000
0.024134,0.882922,66.500000
0.022926,0.855850,66.600000
0.021668,0.829646,66.700000
0.020372,0.804246,66.800000
0.019047,0.779586,66.900000
0.017707,0.755594,67.000000
0.016362,0.732198,67.100000
0.015024,0.709324,67.200000
0.013703,0.686897,67.300000
0.012411,0.664838,67.400000
0.011156,0.643072,67.500000
0.009948,0.621524,67.600000
0.008794,0.600117,67.700000
0.007702,0.578781,67.800000
0.006677,0.557443,67.900000
0.005724,0.536036,68.000000
0.004846,0.514497,68.100000
0.004046,0.492762,68.200000
0.003326,0.470776,68.300000
0.002685,0.448484,68.400000
0.002123,0.425837,68.500000
0.001640,0.402789,68.600000
0.001232,0.379298,68.700000
0.000897,0.355327,68.800000
0.000632,0.330843,68.900000
0.000434,0.305815,69.000000
0.000300,0.280218,69.100000
0.000224,0.254028,69.200000
0.000205,0.227227,69.300000
0.000238,0.199798,69.400000
0.000320,0.171730,69.500000
0.000448,0.143011,69.600000
0.000618,0.113636,69.700000
0.000830,0.083598,69.800000
0.001081,0.052898,69.900000
0.001369,0.021534,70.000000
0.001693,-0.010489,70.100000
0.002054,-0.043166,70.200000
0.002450,-0.076489,70.300000
0.002882,-0.110447,70.400000
0.003351,-0.145027,70.500000
0.003859,-0.180213,70.600000
0.004406,-0.215984,70.700000
0.004994,-0.252321,70.800000
0.005625,-0.289196,70.900000
0.006302,-0.326581,71.000000
0.007028,-0.364444,71.100000
0.007803,-0.402749,71.200000
0.008631,-0.441453,71.300000
0.009515,-0.480513,71.400000
0.010457,-0.519879,71.500000
0.011458,-0.559494,71.600000
0.012521,-0.599300,71.700000
0.013647,-0.639231,71.800000
0.014837,-0.679215,71.900000
0.016092,-0.719174,72.000000
0.017412,-0.759026,72.100000
0.018797,-0.798680,72.200000
0.020246,-0.838040,72.300000
0.021757,-0.877004,72.400000
0.023329,-0.915462,72.500000
0.024957,-0.953298,72.600000
0.026640,-0.990390,72.700000
0.028374,-1.026608,72.800000
0.030154,-1.061818,72.900000
0.031976,-1.095877,73.000000
0.033836,-1.128639,73.100000
0.035728,-1.159948,73.200000
0.037648,-1.189645,73.300000
0.039592,-1.217565,73.400000
0.041553,-1.243538,73.500000
0.043529,-1.267386,73.600000
0.045513,-1.288929,73.700000
0.047502,-1.307980,73.800000
0.049491,-1.324349,73.900000
0.051476,-1.337841,74.000000
0.053452,-1.348255,74.100000
0.055415,-1.355388,74.200000
0.057360,-1.359032,74.300000
0.059282,-1.358977,74.400000
0.061177,-1.355093,74.500000
0.063039,-1.347345,74.600000
0.064861,-1.335703,74.700000
0.066640,-1.320140,74.800000
0.068368,-1.300633,74.900000
0.070038,-1.277163,75.000000
0.071646,-1.249714,75.100000
0.073184,-1.218276,75.200000
0.074645,-1.182843,75.300000
0.076024,-1.143413,75.400000
0.077314,-1.099991,75.500000
0.078509,-1.052586,75.600000
0.079603,-1.001216,75.700000
0.080592,-0.945901,75.800000
0.081470,-0.886670,75.900000
0.082231,-0.823557,76.000000
0.082873,-0.756605,76.100000
0.083390,-0.685861,76.200000
0.083779,-0.611380,76.300000
0.084036,-0.533225,76.400000
0.084158,-0.451464,76.500000
0.084142,-0.366174,76.600000
0.083985,-0.277439,76.700000
0.083683,-0.185348,76.800000
0.083234,-0.090000,76.900000
0.082636,0.008500,77.000000
0.081886,0.110040,77.100000
0.080983,0.214500,77.200000
0.079924,0.321754,77.300000
0.078708,0.431668,77.400000
0.077334,0.544102,77.500000
0.075803,0.658907,77.600000
0.074114,0.775929,77.700000
0.072270,0.895007,77.800000
0.070274,1.015974,77.900000
0.068128,1.138656,78.000000
0.065837,1.262875,78.100000
0.063409,1.388446,78.200000
0.060851,1.515180,78.300000
0.058171,1.642886,78.400000
0.055379,1.771365,78.500000
0.052488,1.900420,78.600000
0.049510,2.029850,78.700000
0.046458,2.159454,78.800000
0.043347,2.289029,78.900000
0.040190,2.418376,79.000000
0.037003,2.547295,79.100000
0.033800,2.675589,79.200000
0.030594,2.803067,79.300000
0.027400,2.929539,79.400000
0.024230,3.054823,79.500000
0.021094,3.178740,79.600000
0.018002,3.301121,79.700000
0.014962,3.421801,79.800000
0.011982,3.540624,79.900000
0.009067,3.657439,80.000000
0.006219,3.772105,80.100000
0.003442,3.884489,80.200000
0.000736,3.994463,80.300000
-0.001898,4.101910,80.400000
-0.004462,4.206719,80.500000
-0.006958,4.308784,80.600000
-0.009387,4.408010,80.700000
-0.011752,4.504305,80.800000
-0.014056,4.597585,80.900000
-0.016301,4.687772,81.000000
-0.018489,4.774793,81.100000
-0.020623,4.858580,81.200000
-0.022702,4.939073,81.300000
-0.024728,5.016212,81.400000
-0.026701,5.089946,81.500000
-0.028618,5.160228,81.600000
-0.030480,5.227013,81.700000
-0.032282,5.290264,81.800000
-0.034022,5.349947,81.900000
-0.035696,5.406033,82.000000
-0.037300,5.458498,82.100000
-0.038829,5.507323,82.200000
-0.040278,5.552495,82.300000
-0.041643,5.594006,82.400000
-0.042917,5.631852,82.500000
-0.044095,5.666039,82.600000
-0.045174,5.696574,82.700000
-0.046148,5.723475,82.800000
-0.047011,5.746762,82.900000
-0.047761,5.766466,83.000000
-0.048393,5.782621,83.100000
-0.048903,5.795269,83.200000
-0.049287,5.804460,83.300000
-0.049543,5.810250,83.400000
-0.049666,5.812701,83.500000
-0.049654,5.811879,83.600000
-0.049505,5.807758,83.700000
-0.049214,5.800270,83.800000
-0.048781,5.789352,83.900000
-0.048202,5.774953,84.000000
-0.047476,5.757027,84.100000
-0.046601,5.735537,84.200000
-0.045575,5.710456,84.300000
-0.044398,5.681765,84.400000
-0.043068,5.649458,84.500000
-0.041587,5.613533,84.600000
-0.039956,5.574004,84.700000
-0.038176,5.530891,84.800000
-0.036251,5.484226,84.900000
-0.034185,5.434051,85.000000
-0.031984,5.380418,85.100000
-0.029655,5.323391,85.200000
-0.027207,5.263041,85.300000
-0.024648,5.199450,85.400000
-0.021991,5.132711,85.500000
-0.019249,5.062923,85.600000
-0.016434,4.990194,85.700000
-0.013562,4.914639,85.800000
-0.010648,4.836381,85.900000
-0.007708,4.755548,86.000000
-0.004758,4.672271,86.100000
-0.001815,4.586687,86.200000
0.001106,4.498936,86.300000
0.003990,4.409158,86.400000
0.006822,4.317496,86.500000
0.009590,4.224091,86.600000
0.012282,4.129086,86.700000
0.014887,4.032618,86.800000
0.017396,3.934826,86.900000
0.019804,3.835843,87.000000
0.022103,3.735801,87.100000
0.024291,3.634826,87.200000
0.026364,3.533041,87.300000
0.028321,3.430562,87.400000
0.030162,3.327504,87.500000
0.031889,3.223973,87.600000
0.033503,3.120073,87.700000
0.035007,3.015902,87.800000
0.036404,2.911552,87.900000
0.037698,2.807112,88.000000
0.038893,2.702665,88.100000
