time,u,tank1,tank2
134.0,6.0,6.891606181635029,5.052149685107267
134.1,6.0,6.9250622940700675,4.92790391150082
134.20000000000002,6.0,6.966258137522039,5.121325940693627
134.3,6.0,6.9624072768735275,5.126157007349501
134.4,6.0,6.9513903395356405,5.156708361416255
134.5,6.0,6.956878547974064,5.148899248433542
134.6,6.0,6.9972592253280474,5.078900644129676
134.70000000000002,6.0,6.9931052375878195,5.158305561447574
134.8,6.0,7.039485333660546,4.976963920000481
134.9,6.0,7.1046569985883385,5.024549852864366
135.0,6.0,7.061796975015012,5.224359345500919
135.1,6.0,7.093783871833218,5.059036387706243
135.20000000000002,6.0,7.115263455786972,5.007144467934602
135.3,6.0,7.123250838764751,5.083697565218004
135.4,6.0,7.202900693429846,5.073824710092238
135.5,6.0,7.232519232350533,5.10849323315602
135.6,6.0,7.243533161396419,5.0542903327086375
135.70000000000002,6.0,7.228458875290368,5.1779088653751755
135.8,6.0,7.232438320870278,5.262217401989865
135.9,6.0,7.281842909735416,5.360663028146829
136.0,6.0,7.309799424400089,5.176816892286876
136.1,6.0,7.339365232287958,5.348075972701996
136.20000000000002,6.0,7.359944511815352,5.1433814016855335
136.3,6.0,7.377182067228807,5.412322346739682
136.4,6.0,7.39317697146421,5.358971193262343
136.5,6.0,7.389539866294211,5.214527603782089
136.6,6.0,7.484036964987267,5.160814912216567
136.70000000000002,6.0,7.490421712608053,5.160011266531397
136.8,6.0,7.492795940366538,5.19805225943741
136.9,6.0,7.493678819030496,5.221783115303213
137.0,6.0,7.494007125669356,5.278532449701799
137.1,6.0,7.522884086563954,5.376314889317346
137.20000000000002,6.0,7.56237712994561,5.3743363624959954
137.3,6.0,7.548308108254622,5.1627315307659645
137.4,6.0,7.562246329758976,5.14155406094424
137.5,6.0,7.596184264020642,5.3445481200532265
137.6,6.0,7.637559277398093,5.381693512038482
137.70000000000002,6.0,7.662529919770863,5.5296957974576095
137.8,6.0,7.652645567263755,5.440957438097148
137.9,6.0,7.668139896906838,5.417544213220644
138.0,6.0,7.712241443452504,5.648461763046695
138.1,6.0,7.738225972531042,5.638481010607648
138.20000000000002,6.0,7.738303602227333,5.596429739002176
138.3,6.0,7.747917428557863,5.561622664714213
138.4,6.0,7.722737542234795,5.577434207575723
